Bar name,Category,Item name,Description,Price
Fortizza,Pasta & Rice,Beef Ragu Bolognese,Spaghetti served with classic home cooked beef sauce,13.98
Fortizza,Pasta & Rice,"Rigatoni ""Fortizza""","Rigatoni with sautéed onion, garlic, shrimps, chicken, sundried tomatoes, marrows, fresh basil, olive oil",15.98
Fortizza,Pasta & Rice,Traditional Rabbit Spaghetti,"Pulled rabbit meat fried in garlic and wine, peas, tomato sauce, spaghetti, fresh parsley",13.98
Fortizza,Pasta & Rice,Rigatoni Al Salmone,"Rigatoni with salmon pieces seared in garlic oil, flamed with vodka, cherry tomatoes, baby spinach, light cream sauce",16.98
Fortizza,Pasta & Rice,Genovese Tagliatelle (V),"Mushrooms, truffle, homemade basil pesto, pecorino shavings",12.98
Fortizza,Pasta & Rice,Tagliatelle Chef,"Leeks, bacon, mushrooms, chicken, truffle, cream, parmesan shavings",14.98
Fortizza,Pasta & Rice,Cheese Ravioli (V),"Traditional ricotta ravioli, tomato sauce",12.98
Fortizza,Pasta & Rice,Funghi Tartufo Risotto (V),"Arborio risotto with garlic, onion, chestnut mushrooms, truffle paste, grana shavings, toasted pumpkin seeds",14.98
Fortizza,Local Food,Traditional Fried Rabbit in Garlic (GF),"Pan fried rabbit, simmered in wine, garlic, olive oil, served with roast potatoes",20.98
Fortizza,Local Food,Beef Olive Rolls,"Bacon, eggs, cheddar cheese, parsley wrapped in thinly sliced beef, slow cooked in red wine, served with roast potatoes",27.98
Fortizza,Local Food,Octopus & Calamari Stew,"Slow cooked in tomato sauce, red wine, fresh herbs, black olives, carrots, potatoes, served with toasted bread",22.98
Fortizza,Pizza,Mdina   Margherita (V),"Tomato sauce, mozzarella, oregano",9.98
Fortizza,Pizza,Valletta   Capricciosa,"Tomato sauce, mozzarella, ham, mushrooms, eggs, olives, artichokes, oregano",13.98
Fortizza,Pizza,Dingli   Funghi (V),"Tomato sauce, mozzarella, mushrooms, oregano",12.98
Fortizza,Pizza,Sliema   Italian Pizza,"Tomato sauce, mozzarella, Parma ham, rocket leaves, parmesan shavings",14.98
Fortizza,Pizza,Mgarr   Chicken Feast,"BBQ sauce, mozzarella, chicken strips, onions, peppers",13.98
Fortizza,Pizza,Bidnija   Vegetarian (V),"Tomato sauce, mozzarella, mushrooms, onions, peppers, sweetcorn, black olives",11.98
Fortizza,Pizza,Marsaxlokk   Marinara,"Tomato sauce, prawns, black shell mussels, tuna, black olives, cherry tomatoes, fresh mint leaves",15.98
Fortizza,Pizza,Three Cities   Pepperoni,"Tomato sauce, mozzarella, chorizo, onions, fresh chilies",13.98
Fortizza,Pizza,Birgu   Maltese,"Tomato sauce, mozzarella, Maltese sausage, sundried tomatoes, goat cheese, onions, black olives",13.98
Fortizza,Pizza,Mqabba   Calzone,"Tomato sauce, mozzarella, mushrooms, Calabrese, parmesan",14.98
Fortizza,Pizza,Floriana   Gamberi,"Mozzarella, prawns, rucola, cherry tomatoes, crumbled feta, herb oil",13.98
Fortizza,Pizza,St. Venera   Four Cheeses (V),"Mozzarella, blue cheese, feta, parmesan, walnuts, honey",13.98
Fortizza,Pizza,Zebbug   Salmone,"Mozzarella di bufala, smoked salmon, grated zucchini, olive oil, sesame seeds, chives",15.98
Fortizza,Sauces,Mushroom Sauce (GF),,2.98
Fortizza,Sauces,Black Pepper Sauce (GF),,2.98
Fortizza,Sauces,Spicy Sauce,,2.98
Fortizza,Sauces,Tartar Sauce (GF),,2.98
Fortizza,Sauces,BBQ Sauce,,2.98
Fortizza,Sauces,Gorgonzola Sauce,,2.98
Surfside,Breakfast & Brunch,Plain Croissant,Nutella or jam (contains nuts),3.9
Surfside,Breakfast & Brunch,Small English Breakfast,"2 sausages, 2 rashers bacon, 1 fried egg, baked beans, bread",9.9
Surfside,Breakfast & Brunch,Large English Breakfast,"2 sausages, 2 rashers bacon, 2 fried eggs, baked beans, tomato, chips, bread",11.9
Surfside,Breakfast & Brunch,Ham & Cheese Toastie, ,5.9
Surfside,Breakfast & Brunch,Ham & Cheese Croissant, ,4.9
Surfside,Breakfast & Brunch,Vegan Toastie (VG),"Tomato, onions, vegan cheese, seasoned beans, olives, guacamole",8.9
Surfside,Breakfast & Brunch,Nutella Cream & Nuts Croissant,Plain croissant filled with Nutella and nuts,5.9
Surfside,Breakfast & Brunch,The Bomblette,"Omelette with chicken, bacon, ham, cheddar, served with chips and salad",14.9
Surfside,Breakfast & Brunch,Health Freak Omelette,"Egg white omelette with bell peppers, onions, tomato, feta, rucola, cherry tomatoes",14.9
Surfside,Breakfast & Brunch,Scrambled Egg & Crispy Bacon Croissant,Butter croissant filled with scrambled eggs and crispy bacon,7.9
Surfside,Breakfast & Brunch,Homemade Granola Bowl (Contains Nuts),"Greek yogurt, fresh fruit, nuts, honey",11.9
Surfside,Breakfast & Brunch,Brunch Burrito,"Bacon, eggs, cheese, guacamole, cheesy crust, served with cheesy fries",13.9
Surfside,Wraps & Snacks,Prosciutto & Rocket Wrap,"Parma ham, rucola, Parmigiano, cherry tomatoes, chips, salad",13.9
Surfside,Wraps & Snacks,Homemade Fish & Chips,"Deep fried cornflake battered local fish, tartar sauce, chips, salad",18.9
Surfside,Wraps & Snacks,Portion Of Chips (V), ,3.9
Surfside,Wraps & Snacks,Chicken Burrito Wrap (Halal),"Cajun rice, barbecue chicken, cheese, beans, chili flakes, garlic Parmesan sauce, chips, salad",14.9
Surfside,Starters,Cheesy Garlic Bread (V), ,4.9
Surfside,Starters,Bruschetta Pomodoro (V),"Garlic, tomatoes, onion",4.9
Surfside,Starters,Calamari Andalusian Style,"Deep fried fresh calamari, tartar sauce",14.9
Surfside,Starters,Nachos (V),"Jalapeños, beans, melted cheese, garlic Parmesan sauce, guacamole",15.9
Surfside,Starters,Artesan Bufala & Crudo Bruschetta,"Garlic, tomatoes, onion, prosciutto, stracciatella di bufala",7.9
Surfside,Starters,Naughty Nuggets (V),"Homemade chicken nuggets, truffle mayo",9.9
Surfside,Starters,Mozzarella Sticks (V),Garlic Parmesan sauce,10.9
Surfside,Starters,Gourmet Homemade Chicken Wings,"Tossed in sesame barbecue sauce, garlic Parmesan sauce",13.9
Surfside,Starters,"Burrata Caprese (GF, V)","Burrata, rucola, Zenguli tomatoes, seasonal fruit, nuts, fresh pesto",14.9
Surfside,Pinsa,Pinsa Pesto (Vegan),"Homemade pesto, garlic, olive oil, cherry tomatoes, crushed walnuts",14.9
Surfside,Pinsa,Pinsa Carbonara,"Mozzarella, pecorino, onions, guanciale, egg",16.9
Surfside,Pinsa,Pinsa Prosciutto & Stracciatella,"Mozzarella, stracciatella di bufala, prosciutto",16.9
Surfside,Salads,"Greek Salad (GF, V)","Feta, roasted peppers, tomatoes, onion, olives, caper berries, rucola",15.9
Surfside,Salads,Chicken Caesar Salad (Halal),"Iceberg lettuce, Caesar dressing, croutons, cherry tomatoes, chicken breast, Parmigiano shavings",15.9
Surfside,Salads,Quinoa Bowl,"Seasonal beans, onions, olives, walnuts, quinoa, savory granola, rucola, cherry tomatoes",15.9
Surfside,Salads,Parma & Bufala Salad,"San Daniele Parma ham, burrata campana DOP, cherry tomato, roasted peppers, rucola, pesto, nuts",17.9
Surfside,Salads,"That Chick's Nuts (GF, V)","Chicken, seasonal fruit, Parmesan, nuts, pumpkin seeds, mixed leaves, cherry tomato",16.9
Surfside,Salads,Steak Blue Cheese Insalata,"Beef tagliata strips, mixed nuts, Danish blue cheese, mixed leaves, pear, cherry tomatoes, pumpkin seeds, dressing",17.9
Surfside,Pasta,Cajun Chicken (Halal),"Penne, Cajun chicken, cream, mushrooms",16.9
Surfside,Pasta,Pesto (V),"Homemade pesto, olive oil, Parmigiano, cream",15.9
Surfside,Pasta,Carbonara Romano,"Egg yolk, guanciale, pecorino, crushed pepper",16.9
Surfside,Pasta,Creamy Truffle Steak Pasta,"Fillet mignon, rosemary, mushrooms, tartufo, Parmesan cream, garlic",17.9
Surfside,Pasta,Fisherman's Choice,"Mussels, cherry tomatoes, capers, calamari, black olives, mint, chili flakes, Napolitana sauce",19.9
Surfside,Homemade Burgers,The Surfside Classic Burger (200g),"Beef patty, iceberg lettuce, tomatoes, onions, pickles, Marie Rose sauce, served with chips and onion rings",14.9
Surfside,Homemade Burgers,The Cowboy Cheeseburger (200g),"Beef patty, cheddar cheese, tomatoes, lettuce, pickles, Marie Rose sauce, served with chips and onion rings",15.9
Surfside,Homemade Burgers,Beyond Baby Burger (VG),"Plant based patty, tomato, lettuce, pickles, dairy free cheese, vegan messy sauce (ketchup, mustard, spices), served with chips",16.9
Surfside,Homemade Burgers,Tennessee Bacon Cheese Burger,"Beef patty, double cheese, bacon, onions, pickles, lettuce, tomatoes, Tennessee sauce, served with chips and onion rings",16.9
Surfside,Homemade Burgers,Truffle Overload Burger,"Beef patty, mushrooms, Parmigiano cheese, truffle mayo, rucola, pickles, served with truffle drizzled chips and truffle mayo",18.9
Surfside,Homemade Burgers,The Jack Daniel's Big Apple Burger (400g),"Beef patty, double bacon, double cheese, tomato, pickles, lettuce, Jack Daniel's sauce, served with chips and onion rings",19.9
Surfside,Pizza,Ultimate Guaca Crisp Burger (Halal),"Deep fried buttermilk chicken, lettuce, tomato, cheese, pickles, guacamole, garlic Parmesan sauce, served with chips and onion rings",16.9
Surfside,Pizza,Margherita (V),"Tomatoes, mozzarella, oregano",10.9
Surfside,Pizza,Funghi (V),"Tomatoes, mozzarella, mushrooms, oregano",11.9
Surfside,Pizza,American,"Tomatoes, mozzarella, salami, oregano",13.9
Surfside,Pizza,Rucola Parmigiano (V),"Tomatoes, mozzarella, rucola, Parmesan shavings, oregano",14.9
Surfside,Pizza,Capricciosa,"Tomatoes, mozzarella, mushrooms, eggs, ham, olives, oregano",14.9
Surfside,Pizza,Quattro Stagioni,"Tomatoes, mozzarella, salami, peas, eggs, sausage, oregano",14.9
Surfside,Pizza,Calzone Classico,"Closed pizza with tomatoes, mozzarella, mushrooms, ham, eggs, oregano",16.9
Surfside,Pizza,Meat Lovers,"Tomatoes, mozzarella, barbecue chicken, ham, salami, Maltese sausage, oregano",16.9
Surfside,Pizza,BBQ Chicken,"Double mozzarella, chicken breast, barbecue sauce, egg, oregano",16.9
Surfside,Pizza,Nice & Spicy,"Tomatoes, mozzarella, salami, cheddar, red kidney beans, onions, fresh chili, jalapeños",16.9
Surfside,Pizza,I'm Taking the Pis...tachio,"Mozzarella, guanciale, burrata, stracciatella di bufala, pesto sauce, crushed pistachio",16.9
Surfside,Pizza,Bufala & Parma Ham Pizza,"Cherry tomatoes, bufala, Parma San Daniele, rucola, Parmesan shavings, oregano",16.9
Surfside,Pizza,Scarlett's Vegan Pizza (V),"Tomatoes, vegan cheese, mushrooms, aubergine, zucchini",16.9
Surfside,Pizza,"Don't Be 4 Cheesy Honey, You're Nuts! (V)","Closed pizza with tomatoes, mozzarella, cheddar, feta, blue cheese, oregano, drizzled honey, walnuts",16.9
Surfside,Pizza,Calzone Cornetto,"Closed pizza with tomato sauce, mozzarella, Parma ham, topped with burrata, rucola, Parmesan",16.9
Surfside,Pizza,"Uwejja, Maltija?","Tomatoes, mozzarella, gbejniet, bigilla, sundried tomato, Maltese sausage, oregano",16.9
Surfside,Pizza,The Latina Hawaiian 🌶,"Tomatoes, mozzarella, ham, pineapple, jalapeños, onions, oregano",16.9
Surfside,Mains,Grilled Chicken Breast (Halal),Served with chips and salad,19.9
Surfside,Mains,Chicken Thai Curry (Halal),"Chicken breast strips, onions, bell peppers, curry spices, coconut cream, served with rice and salad",23.9
Surfside,Mains,BBQ Pork Ribs,"Slow cooked, fall off the bone pork ribs with smokey barbecue sauce, served with chips and salad",26.9
Surfside,Mains,Tagliata di Manzo,"Beef bavette slices, grilled with olive oil, rosemary, crushed pepper, served with chips and salad",26.9
Surfside,Mains,Chicken Stroganoff,Chicken breast cooked in creamy mushroom and mustard sauce,21.9
Surfside,Mains,Fresh Local Fish,"Grilled fresh local fish fillets, lemon and lime juice, Sicilian olive oil, crushed pepper, served with chips and salad",26.9
Surfside,Mains,Jack Daniel's Glazed Ribs,"Slow cooked, fall off the bone pork ribs with Jack Daniel's sauce, served with chips and salad",28.9
Surfside,Mains,Fresh Salmon,"Honey roasted with rosemary, served with chips and salad",27.9
Surfside,Mains,Fillet Mignon,"Fresh milk fed 300g fillet, flamed in herb butter and rosemary, served with chips and salad",29.9
Surfside,Kids Menu,Pizza Margherita (V),,10.9
Surfside,Kids Menu,Pizza with Sausages,,10.9
Surfside,Kids Menu,Chicken Burger & Chips,,10.9
Surfside,Kids Menu,Chicken Nuggets & Chips,,10.9
Surfside,Kids Menu,Pasta Pomodoro (V),,10.9
Surfside,Desserts,Chocolate Fondant,,7.9
Surfside,Desserts,Salted Caramel Cheesecake,,7.9
Surfside,Desserts,Mummy’s Fruit Cobbler,,7.9
Medasia Fusion Lounge,Uramaki Rolls (Tempura Selection),Dynamite Roll,"In: breaded prawn. Out: tanuki, teriyaki, pink tanuki, chives. Choose portion of 8 or 16 pieces",9.95
Medasia Fusion Lounge,Uramaki Rolls (Tempura Selection),Cutey Honey,"In: breaded prawns. Out: sesame, honey mayo sauce, pomegranate, nuts. Choose portion of 8 or 16 pieces",10.95
Medasia Fusion Lounge,Uramaki Rolls (Tempura Selection),Spicy Tuna Roll 🌶️,"In: tuna, avocado. Out: tuna, sesame, spicy mayo, spring onion. Choose portion of 8 or 16 pieces",9.95
Medasia Fusion Lounge,Uramaki Rolls (Tempura Selection),California Roll,"In: crab stick, avocado, cucumber. Out: orange tobiko. Choose portion of 8 or 16 pieces",9.95
Medasia Fusion Lounge,Uramaki Rolls (Tempura Selection),Veggie Roll,"In: avocado, carrots, cucumber, asparagus. Out: sesame seeds. Choose portion of 8 or 16 pieces",9.95
Medasia Fusion Lounge,New Style Special Rolls,Joro Fotomaki Roll (Deep Fried),"In: avocado, asparagus, fried soft shell crab. Out: spicy mayo, teriyaki, pink tanuki, spring onion. Choose portion of 8 or 16 pieces",10.95
Medasia Fusion Lounge,New Style Special Rolls,Kenkai Samurai Fotomaki Roll,"In: salmon, avocado, asparagus, marinated eel, spicy mayo. Out: teriyaki sauce, mayo, chives, pink tanuki. Choose portion of 8 or 16 pieces",10.95
Medasia Fusion Lounge,New Style Special Rolls,Avery Spring Roll,"In: seared salmon, asparagus, avocado. Out: rice paper, cream cheese, chives, edible flower. Choose portion of 8 or 16 pieces",10.95
Medasia Fusion Lounge,Hosomaki Rolls,Salmon Roll,"In: rice, salmon. Out: nori",6.95
Medasia Fusion Lounge,Hosomaki Rolls,Tuna Roll,"In: rice, tuna. Out: nori",6.95
Medasia Fusion Lounge,Hosomaki Rolls,Avocado & Cucumber Roll,"In: rice, cucumber, avocado. Out: nori",6.95
Medasia Fusion Lounge,Nigiri,Salmon Nigiri (Sake),Choose your portion,8.5
Medasia Fusion Lounge,Nigiri,Tuna Nigiri (Maguro),Choose your portion,8.5
Medasia Fusion Lounge,Nigiri,Sweet Water Prawn Nigiri (Ebi),Choose your portion,8.5
Medasia Fusion Lounge,Sashimi,Salmon Sashimi (Sake),Choose your portion,9.95
Medasia Fusion Lounge,Sashimi,Tuna Sashimi (Maguro),Choose your portion,11.5
Medasia Fusion Lounge,Gunkan,Spicy Salmon Gunkan (2 pcs),"Spicy salmon, nori, spring onion",9.95
Medasia Fusion Lounge,Gunkan,Spicy Tuna Gunkan (2 pcs),"Spicy tuna, nori, spring onion",9.95
Medasia Fusion Lounge,Sushi Platters,Nigiri Platter (10 pcs),"2 salmon, 2 tuna, 2 seabass, 2 seabream, 2 prawn",16.25
Medasia Fusion Lounge,Sushi Platters,Sashimi Platter,"Salmon, tuna, seabass, seabream",18.95
Medasia Fusion Lounge,Sushi Platters,Maki Platter (15 pcs),"4 california, 4 spicy roll, 4 dynamite, 3 hosomaki",18.95
Medasia Fusion Lounge,Starters,Steamed Edamame,"Soya bean pods, Himalayan pink salt",5.5
Medasia Fusion Lounge,Starters,Spicy Edamame 🌶,"Soya bean pods, chili sambal",6
Medasia Fusion Lounge,Starters,Calamari Fritti,"Crispy calamari, house seasoning, garlic aioli, lemon wedge",14.95
Medasia Fusion Lounge,Starters,Vegetable Spring Rolls (3 pcs),"Deep fried crispy vegetable spring rolls, sweet chili dipping sauce",8
Medasia Fusion Lounge,Starters,Duck Spring Rolls (3 pcs),"Deep fried crispy duck spring rolls, hoisin dipping sauce",9.95
Medasia Fusion Lounge,Starters,Tempura Breaded Prawns (5 pcs),Deep fried breaded prawns with homemade tempura dipping sauce,12.95
Medasia Fusion Lounge,Starters,Mini Bao Buns (3 pcs),"Pulled duck bao buns, spicy mayo, Asian slaw",10.95
Medasia Fusion Lounge,Uramaki Rolls,Prawn Berry,"In: breaded prawn. Out: sesame, strawberry, cream cheese, ginger",9.95
Medasia Fusion Lounge,Uramaki Rolls,California Sunshine,"In: breaded prawn. Out: salmon, Japanese mayo",10.95
Medasia Fusion Lounge,Uramaki Rolls,Tokyo Dragon,"In: crabstick, avocado, salmon. Out: marinated eel, teriyaki, sesame",10.95
Medasia Fusion Lounge,Uramaki Rolls,Moscow Special,"In: salmon, cucumber. Out: smoked salmon, cream cheese, ikura",10.95
Medasia Fusion Lounge,Uramaki Rolls,Tuna Avocado Roll,"In: tuna, avocado. Out: sesame",9.95
Medasia Fusion Lounge,Uramaki Rolls,Cooked Tuna Avocado,"In: marinated cooked tuna, avocado. Out: sesame",9.95
Medasia Fusion Lounge,New Style Special Rolls,Creamy California,"In: marinated crab meat, avocado. Out: red tobiko, Japanese mayo",12.95
Medasia Fusion Lounge,New Style Special Rolls,Tuna Cucumber Truffle,"In: tuna, cucumber. Out: chives, truffle mayo",11.95
Medasia Fusion Lounge,Nigiri,Tuna Teriyaki Nigiri,Choose your portion,8.5
Medasia Fusion Lounge,Nigiri,Seabream Nigiri,Choose your portion,8.5
Medasia Fusion Lounge,Nigiri,Seabass Nigiri (Suzuki),Choose your portion,8.5
Medasia Fusion Lounge,Sashimi,Seabass Sashimi (Suzuki),Choose your portion,11.5
Medasia Fusion Lounge,Sashimi,Sweet Water Prawn Sashimi,Choose your portion,8.95
Medasia Fusion Lounge,Sashimi,Seabream Sashimi,Choose your portion,9.95
Medasia Fusion Lounge,Sushi Platters,Boat Platter (20 pcs),"8 nigiri, 5 sashimi, 3 hosomaki, 4 california",26.95
Medasia Fusion Lounge,Sushi Platters,Veggie Platter (14 pcs),"8 veggie, 4 hosomaki, 2 avocado nigiri",13.95
Medasia Fusion Lounge,Sushi Platters,Buddha Platter (66 pcs),"An assortment of nigiri, maki, sashimi",59.5
Medasia Fusion Lounge,Sushi Platters,Master Ship Platter (92 pcs),A variety of sushi,92.5
Medasia Fusion Lounge,Sushi Platters,New Queen Platter (16 pcs),"Includes: 4 Tokyo, 4 Moscow, 8 mixed nigiri",19.95
Medasia Fusion Lounge,Starters,Truffle Edamame,"Soya bean pods, sesame, black truffle oil",6.95
Medasia Fusion Lounge,Starters,Tempura Aubergine,4 slices of aubergine in crispy tempura batter with homemade tempura dipping sauce,9.95
Medasia Fusion Lounge,Starters,Breaded Chicken Karage,"Japanese style breaded chicken chunks, sweet chili dip",8.95
Medasia Fusion Lounge,Starters,Meatball Sliders,"3 meatball beef sliders, lettuce, red onion, tzatziki spread",12.95
Medasia Fusion Lounge,Starters,Camembert Cheese (5 pcs),"Breaded cheese bites, plum sauce",6.95
Medasia Fusion Lounge,Starters,Chef’s Cheesy Garlic Bread,"White bread, garlic, melted cheese, oregano",5.95
Medasia Fusion Lounge,Soup,Tom Kha Gai,"Chicken, coconut milk, lemongrass, lime, coriander. Choice of vegetables or chicken",10.95
Medasia Fusion Lounge,Soup,Wonton Soup,"Chicken, clear broth, scallions, baby pak choy, fried onions. Choice of vegetables or chicken",11.95
Medasia Fusion Lounge,Dumplings,Seafood Shumai,"5 homemade seafood steamed dumplings, dumpling sauce",10.95
Medasia Fusion Lounge,Dumplings,Chicken Chive Dim Sums,"5 chicken steamed dim sums, dumpling sauce",9.95
Medasia Fusion Lounge,Dumplings,Beef Gyoza,"5 steamed homemade beef gyoza, dumpling sauce",9.95
Medasia Fusion Lounge,Dumplings,Vegetable Dumplings,"5 fried vegetable dumplings, dumpling sauce",8.95
Medasia Fusion Lounge,Large Salads,Greek Feta Salad,"Soft feta, cucumber, red onion, cherry tomato, olives, oregano, lemon juice, olive oil",12.5
Medasia Fusion Lounge,Large Salads,MedAsia Yee Sang Salmon Salad,"Flaked salmon, fresh Asian vegetables, blood orange, peanuts, sesame seeds, prawn crackers, crispy onions, salad dressing",14.95
